ID,Sentences
419,NHẮC TÔI MƯỜI BỐN GIỜ CHIỀU CÓ CUỘC HỌP
420,TÔI CÓ NHỮNG NHẮC NHỞ GÌ
421,GỌI TÔI DẬY VÀO BẢY GIỜ SÁNG MAI
422,PHÁT BÓT CÁT ĐẾN MƯỜI GIỜ TỐI
423,LẶP LẠI BÓT CÁT NÀY BA LẦN
424,MỞ KINH PHẬT NÀY ĐẾN MƯỜI MỘT GIỜ TỐI
425,MỞ BÓT CÁT CỦA QUỐC KHÁNH
426,MỞ BÓT CÁT GIA ĐÌNH
427,MỞ BÓT CÁT
428,TẮT RA ĐI Ô
429,MỞ RA ĐI Ô TRONG MỘT TIẾNG
430,MỞ RA ĐI Ô CHÍN MỐT
431,MỞ VÊ Ô VÊ GIAO THÔNG
432,PHÁT ÂM THANH TRẮNG TRONG BA MƯƠI PHÚT
433,TẮT CHẾ ĐỘ LU TÚT
434,BẬT LU TÚT
435,LẶP LẠI CÂU CHUYỆN ĐANG KỂ BA LẦN
436,PHÁT TRUYỆN TRONG BA MƯƠI PHÚT
437,KỂ CHUYỆN NGỤ NGÔN
438,KỂ CHUYỆN CỔ TÍCH ĐẾN MƯỜI GIỜ TỐI
439,KỂ MƯỜI TRUYỆN NGỤ NGÔN
440,KỂ HAI TRUYỆN CỔ TÍCH
441,TĂNG NHIỆT ĐỘ PHÒNG ĐẾN BA MƯƠI ĐỘ
442,GIẢM MÁY LẠNH XUỐNG MỘT ĐỘ
443,TĂNG NHIỆT ĐỘ MÁY LẠNH THÊM HAI ĐỘ
444,BẬT TI VI
445,PHÁT BÀI HÁT NÀY MƯỜI LẦN
446,MỞ DANH SÁCH NHẠC ÂU MỸ TRONG BA MƯƠI PHÚT
447,TỔNG CỦA BA TRĂM HAI LĂM VÀ NĂM MƯƠI SÁU LÀ BAO NHIÊU
448,MAI KA LÀ AI
449,MAI KA LÀ AI
450,QUẬN BA HÔM NAY THỜI TIẾT THẾ NÀO
451,HÔM NAY Ở QUẬN BA CÓ MƯA KHÔNG
452,NHẮC TÔI UỐNG NƯỚC SAU NĂM PHÚT NỮA
453,ĐẶT BÁO THỨC LÚC NĂM GIỜ BA MƯƠI CHIỀU
454,CÀI BÁO THỨC LÚC BẢY GIỜ BA MƯƠI
455,XOÁ NHẮC NHỞ TRƯỚC ĐÓ
456,NHẮC TÔI BỐN GIỜ BA MƯƠI ĐI ĐÓN CON GÁI
457,TÔI CÓ LỊCH HỌP LÚC MƯỜI GIỜ
458,NHẮC TÔI ĐI CHƠI LÚC MƯỜI GIỜ
459,MỞ KINH PHẬT TRONG NĂM PHÚT NỮA
460,MỞ BÓT CÁT
461,MỞ RA ĐI Ô ÉP EM CHÍN CHÍN CHẤM CHÍN
462,MỞ VÊ Ô VÊ GIAO THÔNG
463,MỞ KÊNH CHÍN CHÍN CHẤM CHÍN
464,MỞ RA ĐI Ô
465,TẾT ÂM LỊCH HAI KHÔNG HAI BA NHẰM NGÀY MẤY
466,NĂM HAI NGÀN LÀ NĂM CON GÌ
467,KỂ MƯỜI CHUYỆN NGỤ NGÔN
468,KỂ GIÙM TUI BA CHUYỆN CỔ TÍCH
469,KỂ CHUYỆN CỔ TÍCH ĐẾN MƯỜI GIỜ TỐI
470,GIẢM XUỐNG HAI ĐỘ GIÙM
471,BAI BAI
472,MỞ NHẠC TRỊNH ĐẾN NĂM GIỜ CHIỀU
473,MỞ BÀI CHIẾC LÁ THU PHAI MƯỜI LẦN CHO TUI
474,MỞ NHẠC TRONG MỘT TIẾNG
475,THỜI TIẾT HIỆN TẠI Ở ĐẮC LẮC
476,MƯỜI GIỜ SÁNG MAI NHẮC TÔI ĐI HỌP
477,NHẮC TÔI ĐI NGỦ LÚC MƯỜI MỘT GIỜ
478,CÀI BÁO THỨC LÚC MƯỜI GIỜ TỐI
479,ĐẶT BÁO THỨC LÚC BẢY GIỜ BA MƯƠI
480,NHẮC TÔI TẮT BẾP TRONG BA MƯƠI PHÚT NỮA
481,BỐN MƯƠI LĂM PHÚT NỮA NHẮC TÔI ĐI ĐÓN CON BẠN
482,NHẮC TÔI ĐI TẬP THỂ DỤC VÀO MỖI BUỔI SÁNG LÚC SÁU GIỜ
483,MỞ PHẬT PHÁP TRONG HAI TIẾNG
484,MỞ BÀI GIẢNG CỦA THẦY THÍCH NHÂN
485,MỞ PHÁT TÀI NHIỀU DẠNG SƯ
486,MỞ KÊNH ÉP EM CHÍN MƯƠI CHÍN CHẤM CHÍN
487,ĐỌC TIN TRONG MƯỜI LĂM PHÚT
488,MỞ RA ĐI Ô NGẪU NHIÊN
489,DANH SÁCH RA ĐI Ô ĐANG HỖ TRỢ
490,MỞ RA ĐI Ô HỒ CHÍ MINH
491,MỞ LẶP LẠI MƯỜI LẦN TIẾNG CHÓ SÓI
492,NGÀY TÁM THÁNG BA NÊN TẶNG GÌ CHO BẠN GÁI
493,NGÀY MÙNG MỘT THÁNG TƯ LÀ NGÀY GÌ
494,TÔI MUỐN KẾT NỐI VỚI TI VI
495,TÔI MUỐN KẾT NỐI BỜ LU TÚT
496,KỂ TRUYỆN TRONG VÒNG BỐN MƯƠI LĂM PHÚT
497,LÙI LẠI HAI BẢY
498,MỞ NHẠC CHÍN ÍCH
499,THÁNG TÁM CÓ BAO NHIÊU NGÀY
500,BÍT COI HÔM NAY GIẢM BAO NHIÊU
501,TỔNG THỐNG MỸ THỨ MƯỜI BA LÀ AI
502,HIỆN TẠI NGOÀI TRỜI TIA U VÊ LÀ BAO NHIÊU
503,NHẮC TUI ĐI NGỦ LÚC MƯỜI HAI GIỜ
504,NHẮC TÔI TƯỚI CÂY LÚC BẢY GIỜ NHA
505,CHÍN GIỜ SÁNG MAI TUI CÓ NHẮC NHỞ GÌ KHÔNG
506,NHẮC TÔI HỌP NHÓM TÁM GIỜ TỐI MỖI NGÀY
507,NHẮC TÔI UỐNG NƯỚC MỖI HAI TIẾNG
508,NHẮC TÔI TẬP THỂ DỤC LÚC BẢY GIỜ TỐI MỖI NGÀY
509,NHẮC TUI PHƠI ĐỒ TRONG VÒNG MỘT TIẾNG NỮA
510,ĐẶT BÁO THỨC LÚC BA GIỜ SÁNG
511,HỦY BÁO THỨC LÚC BA GIỜ SÁNG
512,ĐẶT BÁO THỨC BẢY GIỜ SÁNG MỖI NGÀY
513,ĐẶT BÁO THỨC BẢY GIỜ SÁNG
514,MỞ BÓT CÁT VẬT VỜ
515,MỞ RA ĐI Ô
516,TẮT RA ĐI Ô
517,MỞ RA ĐI Ô LÚC TÁM GIỜ
518,MỞ TIN TỨC CỦA VÊ Ô HẮT
519,MỞ RA ĐI Ô ÉP EM CHÍN MƯƠI CHÍN PHẨY CHÍN MÊ GA HẸT
520,MỞ RA ĐI Ô VÊ Ô VÊ GIAO THÔNG
521,NGÀY BA THÁNG BA ÂM LỊCH VÀO THỨ MẤY
522,TẮT LU TÚT
523,BẬT LU TÚT
524,KỂ TRUYỆN TIẾP THEO
525,KỂ TRUYỆN CỔ TÍCH HAI TIẾNG
526,KỂ HAI TRUYỆN CỔ TÍCH
527,KÉO RÈM PHÒNG KHÁCH DÙM TÔI
528,TĂNG MÁY LẠNH THÊM HAI ĐỘ
529,MỞ BÀI CHÂN TÌNH HAI LẦN
530,THỜI TIẾT BA NGÀY TIẾP THEO Ở ĐÀ NẴNG
531,THỜI TIẾT NGÀY BA MƯƠI THÁNG TƯ HAI KHÔNG HAI HAI Ở SA PA NHƯ THẾ NÀO
532,NHẮC TÔI ĐI TẬP THỂ DỤC MỖI MƯỜI TÁM GIỜ HẰNG NGÀY
533,NHẮC TÔI GỌI ĐIỆN CHO BÀ MỖI MƯỜI CHÍN GIỜ THỨ SÁU HÀNG TUẦN
534,NGÀY HAI MƯƠI LĂM THÁNG TƯ NHẮC TÔI THANH TOÁN TIỀN ĐIỆN
535,NHẮC TÔI UỐNG NƯỚC MỖI BẢY GIỜ SÁNG HẰNG NGÀY
536,XÓA NHẮC NHỞ ĐI NGỦ LÚC MƯỜI HAI GIỜ
537,NHẮC TÔI ĐI NGỦ LÚC MƯỜI HAI GIỜ
538,NHẮC TÔI ĂN CƠM LÚC MƯỜI GIỜ
539,GỌI TÔI DẬY LÚC MƯỜI LĂM GIỜ
540,BẬT BÁO THỨC LÚC TÁM GIỜ XÁNG
541,BÁO THỜI SỰ BÊ ÂU HẮC
542,MỞ TIN TỨC VỀ HÀ ANH TUẤN
543,MỞ TRƯƠNG TRÌNH RA ĐI Ô BÚC
544,MỞ KÊNH EM ÉT TÁM CHÍN
545,MỞ ĐÀI VI ÂU VI MỘT
546,BẬT RA ĐI Ô LÚC SÁU GIỜ SÁNG
547,TẮT RA ĐI Ô
548,MỞ KÊNH VIỆT NAM ỊT RÉT
549,TÌNH HÌNH DỊCH CO VÍT
550,BẬT RA ĐI Ô
551,TẾT ÂM LỊCH HAI NGÀN KHÔNG TRĂM HAI
552,HAI THÁNG CHÍN LÀ THỨ MẤY
553,BA MƯƠI THÁNG TƯ LÀ THỨ MẤY
554,BÂY GIỜ LÀ MẤY GIỜ
555,MỞ LU TÚT TRONG VÒNG BA MƯƠI PHÚC
556,TẮT LU TÚT
557,MỞ TI VI KÊNH TÁM
558,MỞ LU TÚT
559,NÓI TRUYỆN TRONG BA MƯƠI PHÚC
560,KỂ TRUYỆN CỔ KỂ TRUYỆN CỔ TÍCH ĐẾN MƯỜI GIỜ TỐI LÚC CHUYỆN LÚC TRUYỆN
561,CẢI MỜI CẢI MƯỜI TRUYỆN NGỤ NGÔN
562,KỂ CHUYỆN TRONG VÒNG BỐN MƯƠI LĂM PHÚC
563,TĂNG MÁY LẠNH THÊM HAI ĐỘ
564,MỞ MÁY LẠNH HAI BA ĐỘ
565,MỞ CHẾ ĐỘ QUẠT
566,MỞ MƯỜI LĂM BÀI HÁT TRONG DANH SÁCH NHẠC BUỒN
567,MỞ DANH SÁCH NHẠC XUÔNG TRONG MỘT TIẾNG
568,MỞ MƯỜI BÀI HÁT CỦA ĐEN VÂU
569,MỞ BÀI NÀY MƯỜI LẦN
570,MỞ BÀI VỪA MỚI VỪA PHÁT KHOẢNG MƯỜI LẦN Ạ
571,MỞ NHẠC CHÍN ÍT
572,LŨY THỪA CỦA HAI NĂM SÁU LÀ GÌ
573,TRƯA NAY TIA U VÊ LÀ BAO NHIÊU
574,NGÀY MAI Ở QUẬN BA CÓ MƯA KHÔNG
575,QUẬN BA HÔM NAY CÓ MƯA KHÔNG
576,CHÍN GIỜ RƯỠI SÁNG NGÀY MAI NHẮC TÔI HỌP
577,NHẮC NHỞ TÔI MƯỜI MỘT GIỜ TỐI ĐI NGỦ
578,NHẮC TÔI NĂM PHÚT NỮA TAN CA
579,ĐẶT BÁO THỨC NGỦ DẬY LÚC BẢY GIỜ
580,ĐẶT BÁO THỨC BẢY GIỜ RƯỠI SÁNG
581,CHUYỂN BÓT CÁT TIẾP THEO
582,TẮT BÓT CÁT
583,PHÁT KINH PHẬT ĐẾN MƯỜI MỘT GIỜ TỐI
584,MỞ BÀI KINH NÀY HAI LẦN
585,PHÁT BÓT CÁT
586,MỞ BÓT CÁT MỚI NHẤT
587,MỞ RA ĐI Ô ĐẾN TÁM GIỜ TỐI
588,MỞ KÊNH RA ĐI Ô
589,MỞ CHƯƠNG TRÌNH RA ĐI Ô
590,PHÁT ÂM THANH TRẮNG ĐẾN CHÍN GIỜ RƯỠI
591,MỞ ÂM THANH TRẮNG TRONG BA MƯƠI PHÚT
592,NGÀY HAI MƯƠI SÁU THÁNG BA LÀ NGÀY GÌ
593,KẾT NỐI BỜ LU TÚT
594,TẮT BỜ LU TÚT
595,BẬT CHẾ ĐỘ BỜ LU TÚT
596,KỂ CHUYỆN ĐẾN MƯỜI GIỜ RƯỠI TỐI
597,ĐỌC TRUYỆN NÀY BA LẦN
598,ĐỌC TRUYỆN CỔ TÍCH MƯỜI LẦN
599,ĐỌC MƯỜI TRUYỆN CỔ TÍCH
600,PHÁT LIÊN TỤC BÀI NÀY NĂM LẦN
601,MỞ MƯỜI LĂM BÀI HÁT TRONG DANH SÁCH NHẠC BUỒN
602,MỞ DANH SÁCH NHẠC THƯ GIÃN TRONG MỘT TIẾNG
603,PHÁT BÀI NÀY ĐẾN MƯỜI GIỜ TỐI
604,MỞ MƯỜI BÀI HÁT CỦA ĐEN VÂU
605,MỞ BÀI NÀY MƯỜI LẦN
606,MỞ BÀI VỪA MỚI PHÁT KHOẢNG MƯỜI LẦN
607,SỐ CA CÔ VÍT HÔM NAY
608,ÉP KHÔNG NÊN LÀM GÌ
609,ĐỔI MƯỜI ĐÔ SING SANG TIỀN VIỆT
610,GIÁ XĂNG CHÍN HAI HÔM NAY
611,MỘT VỚI MỘT LÀ MẤY
612,NA TÔ GỒM NHỮNG NƯỚC NÀO
613,BU TIN LÀM TỔNG THỐNG BAO NHIÊU NĂM RỒI
614,TỔNG THỐNG U RAI NA LÀ AI
615,CHỈ SỐ U VÊ Ở RẠCH GIÁ SÁNG NAY
616,THỜI TIẾT QUẬN MƯỜI HAI HÔM NAY
617,MƯỜI GIỜ SÁNG MAI TÔI CÓ CUỘC HỌP NHẮC TÔI TRƯỚC NỬA TIẾNG
618,BA MƯƠI GIÂY NỮA NHẮC TÔI GỠ HÌNH DÁN
619,NHẮC TÔI GỠ MẶT NẠ DƯỠNG ẨM SAU NĂM PHÚT
620,NHẮC TÔI TRẢ NỢ THẺ TÍN DỤNG VÀO NGÀY MƯỜI LĂM HÀNG THÁNG
621,NHẮC TÔI ĐI BƠI VÀO SÁU GIỜ SÁNG MỖI THỨ BẢY
622,NHẮC TÔI UỐNG THUỐC VÀO MƯỜI MỘT GIỜ
623,NHẮC TÔI SAU MỘT PHÚT NỮA
624,ĐẶT CHUÔNG BÁO LÚC TÁM GIỜ SÁNG MỖI NGÀY
625,BÁO THỨC LÚC BẢY GIỜ SÁNG
626,MỞ CHƯƠNG TRÌNH ÚP MỞ CỦA VÊ EN ÍT RÉT
627,MỞ LẠI BỐT CÁT
628,TẮT BỐT CÁT
629,BỎ QUA HAI TẬP BỐT CÁT
630,MỞ BỐT CÁT VỀ GIẢI TRÍ
631,MỞ TẬP BỐT CÁT TIẾP THEO
632,MỞ KÊNH BÓT CÁT KHÁC
633,MỞ BỐT CÁT CỦA NGUYỄN PHI VÂN
634,MỞ BỐT CÁT CỦA QUỐC KHÁNH SƠ
635,MỞ BỐT CÁT
636,TIN TỨC BÁO TUỔI TRẺ NGÀY MƯỜI TÁM THÁNG BA
637,TIN TỨC VỀ BU TIN
638,TIN TỨC BÁO VÊ ÍT RÉT
639,TẮT RA ĐI Ô
640,MỞ ĐÀI VÊ Ô VÊ
641,MỞ RA ĐI Ô CHƯƠNG TRÌNH BẠN HỮU ĐƯỜNG XA
642,MỞ RA ĐI Ô CHÍN CHÍN CHẤM CHÍN
643,MỞ RA ĐI Ô
644,MỞ ÂM THANH TRẮNG ĐẾN MƯỜI GIỜ TỐI
645,MỞ ÂM THANH TRẮNG TRONG HAI TIẾNG
646,RẰM THÁNG TÁM LÀ NGÀY MẤY DƯƠNG
647,CÒN MẤY NGÀY NỮA ĐẾN NGÀY MỘT THÁNG TƯ
648,NGÀY MỘT THÁNG TƯ DƯƠNG LÀ NGÀY MẤY ÂM
649,NGÀY MỘT THÁNG TƯ TRÚNG THỨ MẤY
650,TĂNG ÂM LƯỢNG LÊN HAI MỨC
651,ÂM LƯỢNG MỨC MỘT
652,MỞ LU TÚT
653,TẮT TRUYỆN VÀO MỘT GIỜ ĐÊM
654,TẮT TRUYỆN SAU MỘT TIẾNG NỮA
655,ĐỌC TRUYỆN TRONG VÒNG HAI GIỜ
656,ĐỌC TRUYỆN ĐẾN MƯỜI MỘT GIỜ ĐÊM
657,ĐỌC NĂM TRUYỆN CỔ TÍCH
658,ĐỌC TRUYỆN AN ĐÉT SEN
659,GIẢM NHIỆT ĐỘ MÁY LẠNH XUỐNG HAI ĐỘ
660,TĂNG MÁY LẠNH LÊN HAI ĐỘ
661,CHỈNH NHIỆT ĐỘ ĐIỀU HÒA THÀNH HAI LĂM ĐỘ
662,BẬT TI VI
663,THÊM BÀI NÀY VÀO DANH SÁCH YÊU THÍCH
664,MỞ BÀI NÀY ĐẾN MƯỜI RƯỠI SÁNG
665,MỞ BÀI NÀY TRONG MỘT GIỜ
666,LẶP LẠI BÀI NÀY MƯỜI LẦN
667,MỞ NHẠC RU NGỦ ĐẾN MƯỜI HAI GIỜ ĐÊM
668,MỞ NHẠC THƯ GIÃN TRONG HAI TIẾNG
669,THỜI TIẾT BA NGÀY TIẾP THEO Ở ĐÀ NẴNG
670,THỜI TIẾT NGÀY BA MƯƠI THÁNG TƯ NĂM HAI KHÔNG HAI MƯƠI HAI Ở SA PA NHƯ THẾ NÀO
671,NHẮC TÔI ĐI TẬP THỂ DỤC MỖI MƯỜI TÁM GIỜ HẰNG NGÀY
672,NHẮC TÔI GỌI ĐIỆN CHO BÀ MỖI MƯỜI CHÍN GIỜ TỐI THỨ SÁU HÀNG TUẦN
673,NGÀY HAI MƯƠI LĂM THÁNG TƯ NHẮC TÔI THANH TOÁN TIỀN ĐIỆN
674,NHẮC TÔI UỐNG NƯỚC MỖI BẢY GIỜ SÁNG HẰNG NGÀY
675,XÓA NHẮC NHỞ ĐI NGỦ LÚC MƯỜI HAI GIỜ
676,ĐỌC LẠI NHẮC NHỞ CHIỀU NAI
677,NHẮC TÔI ĐI NGỦ LÚC MƯỜI HAI GIỜ
678,NHẮC TÔI ĂN CƠM LÚC MƯỜI GIỜ
679,GỌI TÔI DẬY LÚC MƯỜI LĂM GIỜ
680,BẬT BÁO THỨC LÚC TÁM GIỜ SÁNG
681,TẮT BÓT CÁT
682,ĐỌC SÁCH HẠT DỐNG TÂM HỒN
683,MỞ BÓT CÁT
684,BẬT RA ĐI Ô LÚC SÁU GIỜ SÁNG
685,TẮT RA ĐI Ô
686,MỞ KÊNH VI EN ÍT RÉT
687,TÌNH HÌNH DỊCH CÔ VÍT
688,TÌNH HÌNH NGA U RAI NA
689,BẬT RA ĐI Ô
690,BA MƯƠI THÁNG TƯ LÀ THỨ MẤY
691,GIỖ TỔ HÙNG VƯƠNG RƠI VÀO THỨ MẤY
692,MẤY NGÀY NỮA TỚI MÙNG MƯỜI THÁNG BA ÂM LỊCH
693,MỞ TI VI
694,KỂ TRUYỆN TRONG MỘT GIỜ
695,CHỈNH ĐIỀU HÒA HAI MƯƠI SÁU ĐỘ
696,MỞ BÀI BÂY BI SẮT MƯỜI LẦN
697,MỞ BÀI BÂY BI SẮT
698,MỞ NHẠC BÔ LÊ RÔ TRONG NỬA TIẾNG
699,PHÁT NHẠC BÔ LÊ RÔ
700,MỞ BÀI ĐỪNG HỎI EM VÌ XAO CỦA MỸ TÂM
701,TÓM TẮT THẾ CHIẾN HAI
702,LƯỢNG MUỐI TỐI ĐA MỘT NGÀY ĐƯỢC DÙNG LÀ BAO NHIÊU
703,TRONG MỘT TRÁI TÁO CÓ BAO NHIÊU KÍ LÔ CA LO
704,BẮT MÁI
705,SÁU TỚI TÁM GIỜ TỐI NAY CÓ MƯA KHÔNG
706,NĂM NGÀY NỮA ĐÀ LẠT THỜI TIẾT SAO
707,BẢO CÓ ĐI QUA TỈNH LONG AN KHÔNG
708,CHÍN GIỜ SÁNG TÁM GIỜ TỐI NHẮC TAO UỐNG THUỐC
709,NHỚ BA MƯƠI PHÚT NỮA GỌI TAO DẬY NHA
710,BA MƯƠI THÁNG NÀY LỊCH TAO SAO
711,BA THÁNG TỚI NHẮC TAO THAY NHỚT XE
712,KEN XỒ LỊCH HÔM NAY
713,XÓA DÙM TAO LỊCH HÔM NAY
714,MÙNG NĂM THÁNG CHẠP ÂM LỊCH ĐÁM GIỖ ÔNG NỘI
715,CỨ MỖI BA NGÀY NHẮC TAO TƯỚI CÂY KIM NGÂN
716,SÁU GIỜ SÁNG HÀNG NGÀY GỌI TAO DẬY ĐI LÀM
717,DANH SÁCH BÓT CÁT ĐƯỢC NGHE NHIỀU NHẤT THÁNG NÀY
718,PHÁT TẬP MỚI NHẤT BÓT CÁT VẬT VỜ TU ĐI Ô
719,CÓ BÓT CÁT VIỆT SỬ KIÊU HÙNG KHÔNG
720,TIN HÓT TRONG NGÀY
721,BẬT RA ĐI Ô
722,DANH SÁCH CÁC ĐỘI VÒNG MỘT TÁM CÚP XÊ MỘT
723,TỈ SỐ TRẬN VIỆT NAM Ô MAN
724,CẬP NHẬT MỚI NHẤT NGA U RAI NA
725,TẮT RA ĐI Ô ĐI
726,TÌNH HÌNH CÔ VÍCH HÔM NAY
727,VÊ Ô VÊ DAO THÔNG
728,ÉP EM CHÍN MƯƠI CHÍN MÊ GA HẸC
729,HAI MƯƠI THÁNG MƯỜI LÀ NGÀY GÌ
730,MÙNG BỐN THÁNG BA ÂM LỊCH LÀ THỨ MẤY
731,MÙNG BỐN THÁNG BA ÂM LỊCH LÀ NGÀY MẤY DƯƠNG
732,MÚI GIỜ Ở BẸC LIN LÀ MÚI GIỜ NÀO
733,TÁM THÁNG MƯỜI HAI NĂM MỘT CHÍN CHÍN LĂM LÀ NGÀY MẤY ÂM LỊCH
734,LỚN HAI NẤC NỮA
735,BẬT LU TÚT
736,MỘT TRUYỆN NỮA NHA
737,CHỈNH MÁY LẠNH LÊN HAI MƯƠI SÁU ĐỘ
738,MỞ BÀI ĐẾ DƯƠNG ĐẾN BẢY GIỜ TỐI
739,BẬT BÀI TÓP MỘT TREN ĐINH
740,BẬT NHỎ LẠI HAI NẤC NỮA
741,QUẤT MỘT BÀI NHẠC XUÂN ĐI EM
742,LƯỢNG MƯA CỦA HUẾ NGÀY MƯỜI HAI THÁNG TƯ
743,NHIỆT ĐỘ CỦA HUẾ NGÀY MƯỜI HAI ĐẾN MƯỜI BỐN THÁNG TƯ
744,NHIỆT ĐỘ CỦA HUẾ NGÀY MƯỜI HAI ĐẾN MƯỜI BỐN THÁNG TƯ
745,THỜI TIẾT CỦA HUẾ NGÀY MƯỜI HAI ĐẾN MƯỜI BỐN THÁNG TƯ
746,THỜI TIẾT CỦA HUẾ THÁNG TƯ
747,HÔM NAY LÚC MƯỜI GIỜ CÓ MƯA KHÔNG
748,HÔM NAY LÚC MƯỜI GIỜ TẠI QUẬN BA THÀNH PHỐ HỒ CHÍ MINH CÓ MƯA KHÔNG
749,MỖI NGÀY NHẮC TÔI TẬP THỂ DỤC LÚC BẢY GIỜ TỐI
750,NHẮC TÔI ĐẶT CƠM LÚC MƯỜI MỘT GIỜ
751,TẮT BÁO THỨC LÚC SÁU GIỜ BỐN MƯƠI LĂM SÁNG
752,XÓA NHẮC NHỞ LÚC MƯỜI GIỜ XOÁ NHẮC NHỞ UỐNG NƯỚC
753,TÔI ĐANG CÓ NHỮNG NHẮC NHỞ NÀO
754,BA MƯƠI PHÚT MỘT LẦN NHẮC TÔI UỐNG NƯỚC
755,MƯỜI PHÚT NỮA NHẮC TÔI ĐẶT CƠM
756,ĐẶT BÁO THỨC LÚC SÁU GIỜ BỐN MƯƠI LĂM SÁNG
757,MỞ RA ĐI Ô CHỈ TÌNH THƯƠNG Ở LẠI SỐ THỨ HAI
758,MỞ RA ĐI Ô CHỈ TÌNH THƯƠNG Ở LẠI
759,AI ĐANG ĐỌC O ĐI Ô NÀY
760,MỞ BỐT CÁT
761,CHUYỂN KÊNH THỂ THAO
762,TẮT RA ĐI Ô
763,MỞ RA ĐI Ô LÚC BẢY GIỜ
764,MỞ TIN VỀ TỔNG THỐNG BAI ĐẦN
765,MỞ TIN VIỆT NAM ẸT RÉT
766,BẬT RA ĐI Ô Ở TẦN SỐ
767,MỞ RA ĐI Ô KÊNH
768,RẰM THÁNG TÁM LÀ NGÀY MẤY DƯƠNG LỊCH NĂM NAY
769,TẾT NGUYÊN ĐÁN NĂM HAI KHÔNG HAI MƯƠI BA LÀ NGÀY MẤY DƯƠNG LỊCH
770,NGÀY MƯỜI THÁNG BA NĂM HAI KHÔNG HAI MƯƠI HAI DƯƠNG LỊCH LÀ NGÀY MẤY
771,NGÀY MƯỜI HAI THÁNG HAI NĂM HAI KHÔNG HAI MƯƠI HAI LÀ NGÀY MẤY ÂM LỊCH
772,MƯỜI BỐN THÁNG HAI LÀ THỨ MẤY
773,MƯỜI BỐN THÁNG HAI LÀ NGÀY GÌ
774,MỞ LU TÚT TRONG VÒNG BA MƯƠI PHÚT
775,TẮT LU TÚT
776,MỞ TI VI KÊNH TÁM
777,MỞ LU TÚT
778,MỞ TRUYỆN KHÁC
779,KỂ CHUYỆN ĐẾN CHÍN GIỜ TỐI
780,MỞ TRUYỆN TRINH THÁM TRONG MƯỜI LĂM PHÚT
781,TẮT BÁO THỨC LOA HAI
782,LOA HAI MỞ BÁO THỨC LÚC NĂM GIỜ SÁNG
783,MỞ KỂ CHUYỆN LOA HAI
784,TẮT NHẠC LOA MỘT
785,MỞ NHẠC LOA MỘT
786,TĂNG ÂM LƯỢNG LOA MỘT
787,MỞ ĐÈN MỘT PHÒNG NGỦ
788,MỞ ĐÈN MỘT
789,MỞ BÀI HƯ TRONG MỘT TIẾNG
790,MỞ DANH SÁCH NHẠC PI A NÔ
791,MỞ BÀI GIẤC MƠ TÌNH YÊU LIÊN TỤC MƯỜI LĂM PHÚT
792,CHÍN NGÀN CHÍN TRĂM CHÍN MƯƠI CHÍN GIAI THỪA BẰNG BAO NHIÊU
793,NHIỆT ĐỘ TRƯA NAY Ở QUẬN BA LÀ BAO NHIÊU
794,Ở QUẬN BA CHIỀU CÓ MƯA KHÔNG
795,THỜI TIẾT Ở PHAN THIẾT VÀO BA MƯƠI THÁNG TƯ
796,BÁO THỨC BẢY GIỜ SÁNG
797,NHẮC TÔI NĂM GIỜ BA MƯƠI CHIỀU RA VỀ
798,NHẮC TÔI NĂM PHÚT NỮA UỐNG NƯỚC
799,HUỶ NHẮC NHỞ VỪA NÃY
800,ĐẶT BÁO THỨC LÚC NĂM GIỜ BA MƯƠI CHIỀU
801,NHẮC TÔI ĐI ĐÁNH NHAU LÚC SÁU GIỜ CHIỀU MAI
802,ĐẶT BÁO THỨC LÚC BẢY GIỜ SÁNG TỪ THỨ HAI ĐẾN THỨ SÁU
803,BÓT CÁT NÀY TÊN GÌ
804,ĐỌC TRUYỆN LỚP NĂM
805,ĐỌC SÁCH VĂN HỌC LỚP MƯỜI HAI
806,MỞ BÓT CÁT SỬ VIỆT
807,MỞ BỐT CÁT ĐỌC TRUYỆN ĐÊM KHUYA
808,MAI KA CÓ NHỮNG BỐT CÁT NÀO
809,MAI CA CÓ NHỮNG SÁCH NÀO
810,MỞ BỐT CÁT
811,MỞ RA ĐI Ô TỚI MƯỜI GIỜ ĐÊM
812,TẮT RA ĐI Ô
813,MỞ TIN TỨC CỦA LINH MƯỜI BỐN TỶ
814,MỞ TIN TỨC NGÀY MÙNG MỘT ÂM LỊCH
815,BẬT RA ĐI Ô TẦN SỐ CHÍN MƯƠI CHÍN CHẤM CHÍN MÊ GA HÉT
816,BẬT RA ĐI Ô KÊNH VÊ Ô VÊ GIAO THÔNG
817,TẾT HAI NGÀN KHÔNG TRĂM BỐN MƯƠI BA LÀ NGÀY NÀO
818,NGÀY MƯỜI MỘT THÁNG MƯỜI MỘT NĂM HAI KHÔNG MƯỜI MỘT LÀ NGÀY MẤY ÂM LỊCH
819,BAO GIỜ ĐẾN NÔ EN
820,KẾT NỐI LU TÚT
821,TẮT LU TÚT
822,TĂNG ÂM LƯỢNG MỘT MỨC
823,BẬT LU TÚT
824,KỂ CHÍN TRĂM CHÍN MƯƠI CHÍN TRUYỆN CỔ TÍCH
825,KỂ CHÍN TRĂM CHÍN MƯƠI CHÍN TRUYỆN MA
826,BẬT QUẠT MỨC HAI
